participant,session,date,expName,psychopyVersion,OS,frameRate,position_prop,about_rate1.response,about_rate2.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,item_name,condition,list,context,person_maincl_Q,person_compl_Q,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty_Q,age_enter.text,gender_slider.response,lang_enter.text
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,,,,,,,,,,,,,,,,,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,,,,,,,,,,,,,,,,,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,,,,,,,,,,,,,,,,,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,,,,,,,,,,,,,,,,,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.25],[0,-0.08]]",0.640972222,0.369444444,0,0,0,11,1,f5,filler,probl_sol_rc,6,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about the traffic,about Lisa,1,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.25],[0,-0.08]]",0.767361111,0.215277778,0,1,1,2,1,t30,know3.2,c,6,George said: My wife and I were at the movies last night. She wanted to buy some popcorn while I went to the bathroom. She told me later that she tried to flirt with the guy who sold her the popcorn but that he didn't react at all.,about the guy,about George's wife,1,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.25],[0,-0.08]]",0.881944444,0.129166667,0,2,2,7,1,f1,filler,exp_salt,6,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter.",about the scooter,about Jane,1,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.08],[0,-0.25]]",0.847916667,0.15,0,3,3,8,1,f2,filler,reason_modal,6,Kevin said: I will meet my friend Carol tomorrow. We will go for dinner at her favorite restaurant. With this I want to thank her with all my heart.,about Carol,about Kevin,1,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.25],[0,-0.08]]",0.6375,0.384722222,0,4,4,0,1,t25,aware3.1,nc,6,"Eleanor said: Last month, my mother was looking for a new chiropractor. I didn't do any research and just suggested Dr. Samuels, who has a practice down the street. My mother didn't want to go there, but didn't tell me why. ",about Eleanor's mother,about Dr. Samuels,1,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.25],[0,-0.08]]",0.043055556,0.95625,0,5,5,5,1,c1,filler,control,6,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something.",about Joy,about Melody's nephew,1,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.08],[0,-0.25]]",0.303472222,0.701388889,0,6,6,4,1,t17,realize3.1,nc,6,"Jimmy said: Last night, my friend and I were at an expensive restaurant. At one point, the man and the woman at the next table over got into a big fight. The man suddenly poured his drink into the woman's lap and left in a huff.",about the man,about the woman,1,,,,,,,,,,
187893,001,2023-05-30_12h13.08.126,aboutness6,2022.2.5,Win32,143.9677512,"[[0,-0.08],[0,-0.25]]",0.815277778,0.176388889,0,7,7,10,1,f4,filler,probl_sol_modal,6,Ronald said: I am writing an email to my boss. There is something about her that annoys me. She never allows me to make my own decisions.,about the boss,about Ronald,1,,,,,,,,,,
