participant,session,date,expName,psychopyVersion,OS,frameRate,exp.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,condition,context,Q_cc,list,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty,explanation_enter.text,age_enter.text,gender_slider.response,lang_enter.text
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,0.59838752,0,0,0,0,1,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard.",about where Tom is every Monday,1,1,,,,,,,,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,not-at-issue,"I'm so upset! We all know where Sue's boyfriend Tom is every Monday, only Sue doesn't. But lately she seems to be angry with Tom, that bastard. Maybe she discovered that he's at Mary's every Monday.",,1,2,1,0,0,0,0,1,Is the girl certain that Tom is at Mary's every Monday?,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,,,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,"On the one hand, it seemed clear that where Tom goes on monday is central to the conversation, because the speaker lead with that fact. That said, I wasn't completely sure, because the focus seems to be on what Tom was doing that could hurt Mary, so I could have also seen the next sentence being about the activity he was doing, and less the place where he went or the day of the week he went there.",,,
937380,001,2023-07-13_11h32.47.585,pilot1,2022.2.5,Win32,165.7000829,,,,,,,,,,,,,,,,,,,,28,2,English
