participant,session,date,expName,psychopyVersion,OS,frameRate,exp_rate1.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,block,condition,context,question,list,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,target,age_enter.text,gender_slider.response,lang_enter.text
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.125802951,0,0,0,4,1,t29,1,c,"George said: My co-worker and I are on a business trip right now. After I went to bed, my co-worker went to a topless bar. One of the dancers offered him a lap dance, but he supposedly refused.",about what the dancer's marital status was,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.811102431,0,1,1,2,1,t21,1,c,"Emma said: I went to visit my aunt at her halfway house yesterday. As I was chatting with her, I saw an employee talk sternly to one of the other female inmates. ",about what the other inmate was going to do,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.679822049,0,2,2,8,1,f2,1,reason_modal,Kevin said: I will meet my friend Carol tomorrow. We will go for dinner at her favorite restaurant. With this I want to thank her with all my heart.,about why Kevin wants to thank Carol,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.764010417,0,3,3,1,1,t18,1,nc,"Jimmy said: Last night, my wife and I went out to dinner with our friends Mark and Sue. Sue has been seeing another man for many months, and Mark doesn't know. But when we ordered desserts, Mark suddenly got up, threw his drink in Sue's face and stormed off.",about what Sue had done,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.145672743,0,4,4,9,1,f3,1,probl_sol_rc,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about what Lisa did before she got into the car,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.810516493,0,5,5,10,1,f4,1,probl_sol_modal,Ronald said: I am writing an email to my boss. There is something about her that annoys me. She never allows me to make my own decisions.,about what Ronald's relationship with his boss is like,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.14640625,0,6,6,7,1,f1,1,exp_salt,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter.",about who parked in front of Jane's bicycle,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.727491319,0,7,7,5,1,c1,1,control,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something.",about what Joy did not like about the movie,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.857855903,0,8,8,11,1,f5,1,reason_rc,"Matt said: Yesterday, I went to a punk concert. I didn't particularly like the music and it was very crowded. But I absolutely admired the drummer.",about why Matt admired the drummer,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0,0,9,9,6,1,c2,1,control,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she'll stick with it.",about what Grace's grandma thinks about squirrels,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.765685764,0,10,10,0,1,t13,1,c,"Lilly said: My neighbor Janet recently met a very nice man. They've been out several times and she seems very fond of him. But yesterday she came back from a date with him and was very angry, but she doesn't want to tell me why.",about what is wrong with the man,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,0.762044271,0,11,11,3,1,t26,1,nc,Eleanor said: My friend Sam is a hair dresser and he's trying to find a new salon to work in. The problem is that Sam's haircuts are terrible and customers often leave really negative feedback on his webpage. Even our friend Martha refused to hire him. ,about what was the problem with Sam,5,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,t18,2,nc,"Jimmy said: Last night, my wife and I went out to dinner with our friends Mark and Sue. Sue has been seeing another man for many months, and Mark doesn't know. But when we ordered desserts, Mark suddenly got up, threw his drink in Sue's face and stormed off. Perhaps he realized that she was cheating on him.",,5,1,0,0,0,1,1,Is Jimmy certain that Sue was cheating on Mark?,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,c1,2,control,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something. She was annoyed by the film score.",,5,0.179891493,0,1,1,5,1,Is Melody certain that Joy didn't like the ending of the movie?,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,f5,2,reason_rc,"Matt said: Yesterday, I went to a punk concert. I didn't particularly like the music and it was very crowded. But I absolutely admired the drummer. I have never seen anybody who was this passionate on the drums.",,5,0.817521701,0,2,2,11,1,Is Matt certain that the drummer is passionate on the drums?,,,
006119,001,2023-04-10_12h18.43.962,expectedness5,2022.2.5,MacIntel,59.99880002,,,,,,,f2,2,reason_modal,Kevin said: I will meet my friend Carol tomorrow. We will go for dinner at her favorite restaurant. With this I want to thank her with all my heart. She might have saved my life when I was sick last week.,,5,0.187625868,0,3,3,8,1,Is Kevin certain that Carol saved his life?,,,
