participant,session,date,expName,psychopyVersion,OS,frameRate,exp_rate1.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,block,condition,context,question,list,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,target,age_enter.text,gender_slider.response,lang_enter.text
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,1,0,0,0,10,1,f4,1,probl_sol_modal,Ronald said: I am writing an email to my boss. There is something about her that annoys me. She never allows me to make my own decisions.,about what Ronald's relationship with his boss is like,5,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,0.145026109,0,1,1,7,1,f1,1,exp_salt,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter.",about who parked in front of Jane's bicycle,5,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,1,0,2,2,11,1,f5,1,reason_rc,"Matt said: Yesterday, I went to a punk concert. I didn't particularly like the music and it was very crowded. But I absolutely admired the drummer.",about why Matt admired the drummer,5,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,0,0,3,3,6,1,c2,1,control,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she'll stick with it.",about what Grace's grandma thinks about squirrels,5,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,0.736767307,0,4,4,0,1,t13,1,c,"Lilly said: My neighbor Janet recently met a very nice man. They've been out several times and she seems very fond of him. But yesterday she came back from a date with him and was very angry, but she doesn't want to tell me why.",about what is wrong with the man,5,,,,,,,,,,
547640,001,2023-04-10_11h13.24.018,expectedness5,2022.2.5,MacIntel,60.0024001,0.802318387,0,5,5,1,1,t18,1,nc,"Jimmy said: Last night, my wife and I went out to dinner with our friends Mark and Sue. Sue has been seeing another man for many months, and Mark doesn't know. But when we ordered desserts, Mark suddenly got up, threw his drink in Sue's face and stormed off.",about what Sue had done,5,,,,,,,,,,
