participant,session,date,expName,psychopyVersion,OS,frameRate,exp_rate1.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,block,condition,context,question,list,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,target,age_enter.text,gender_slider.response,lang_enter.text
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,,,,,,,,,,,,,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,,,,,,,,,,,,,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,,,,,,,,,,,,,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,,,,,,,,,,,,,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,0,0,0,0,6,1,c2,1,control,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she'll stick with it.",about what Grace's grandma thinks about squirrels,3,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,0.661111111,0,1,1,2,1,t20,1,c,"Emma said: One of my friends has a terrible case of halitosis: the stench coming out of his mouth is just horrible. We told him but he still won't brush his teeth. Recently, our teacher won't come close to him anymore. ",about what bothered the teacher,3,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,0.937037037,0,2,2,0,1,t12,1,c,"Lilly said: Three years ago Joan had a one-night stand with Jack. He disappeared the next morning, so she was never able to contact him and tell him that he had left her pregnant and that he has a child. Last week, Jack suddenly reached out to Joan on Facebook.",about what the aftereffect of Jack's encounter with Joan was ,3,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,0.191666667,0,3,3,9,1,f3,1,probl_sol_rc,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about what Lisa did before she got into the car,3,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,0.807407407,0,4,4,5,1,c1,1,control,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something.",about what Joy did not like about the movie,3,,,,,,,,,,
679954,001,2023-04-10_12h16.31.845,expectedness3,2022.2.5,MacIntel,76.92307692,0.675,0,5,5,3,1,t23,1,nc,"Eleanor said: Our company was searching for a new human resources manager. The first resume that arrived was from a really well-qualified guy. We were completely baffled when our CEO immediately rejected him, and she didn't want to tell us why. ",about what was wrong with the guy,3,,,,,,,,,,
