participant,session,date,expName,psychopyVersion,OS,frameRate,exp_rate1.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,block,condition,context,question,list,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,target,age_enter.text,gender_slider.response,lang_enter.text
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,,,,,,,,,,,,,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,,,,,,,,,,,,,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,,,,,,,,,,,,,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,,,,,,,,,,,,,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,0.3,0,0,0,9,1,f3,1,probl_sol_rc,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about what Lisa did before she got into the car,6,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,0.549074074,0,1,1,0,1,t14,1,nc,"Lilly said: My brother Frank has been going out with Mary-Ann for about half a year now. Unfortunately, he never told her that he used to be married and has four children. Yesterday, Frank told me that Mary-Ann broke up with him.",about what is wrong with Frank,6,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,0.022222222,0,2,2,6,1,c2,1,control,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she'll stick with it.",about what Grace's grandma thinks about squirrels,6,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,0.7,0,3,3,7,1,f1,1,exp_salt,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter.",about who parked in front of Jane's bicycle,6,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,0.84537037,0,4,4,3,1,t25,1,c,"Eleanor said: Last month, my mother was looking for a new chiropractor. I didn't do any research and just suggested Dr. Samuels, who has a practice down the street. My mother didn't want to go there, but didn't tell me why. ",about what was the problem with Dr. Samuels,6,,,,,,,,,,
219849,001,2023-04-10_12h22.10.095,expectedness6,2022.2.5,Win32,15.0073536,0.913888889,0,5,5,8,1,f2,1,reason_modal,Kevin said: I will meet my friend Carol tomorrow. We will go for dinner at her favorite restaurant. With this I want to thank her with all my heart.,about why Kevin wants to thank Carol,6,,,,,,,,,,
