participant,session,date,expName,psychopyVersion,OS,frameRate,exp_rate1.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,block,condition,context,question,list,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,target,age_enter.text,gender_slider.response,lang_enter.text
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,,,,,,,,,,,,,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,,,,,,,,,,,,,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,,,,,,,,,,,,,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,,,,,,,,,,,,,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,0.71875,0,0,0,11,1,f5,1,reason_rc,"Matt said: Yesterday, I went to a punk concert. I didn't particularly like the music and it was very crowded. But I absolutely admired the drummer.",about why Matt admired the drummer,1,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,0.2265625,0,1,1,7,1,f1,1,exp_salt,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter.",about who parked in front of Jane's bicycle,1,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,0.729166667,0,2,2,5,1,c1,1,control,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something.",about what Joy did not like about the movie,1,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,0.248697917,0,3,3,4,1,t9,1,c,"Lilly said: I am an exchange student in Berlin and know my way around the city very well. I overheard a woman ask a local for directions to a restaurant. Even though the restaurant was just ahead, he told her to turn around. The woman didn't follow his directions.",about whether the local gave the right directions,1,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,0.770833333,0,4,4,2,1,t5,1,c,"George said: Earlier this morning, Tom was looking for our manager Cindy. I knew that she had left the office but I didn't tell Tom because he's such a busybody. Just now, I saw Tom leave the office.",about where Cindy was,1,,,,,,,,,,
068497,001,04-10-2023_11h55.44.195,expectedness1,2022.2.5,Win32,59.66587112,0.28515625,0,5,5,9,1,f3,1,probl_sol_rc,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about what Lisa did before she got into the car,1,,,,,,,,,,
