participant,session,date,expName,psychopyVersion,OS,frameRate,position_prop,about_rate1.response,about_rate2.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,item_name,condition,list,context,person_maincl_Q,person_compl_Q,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty_Q,age_enter.text,gender_slider.response,lang_enter.text
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,,,,,,,,,,,,,,,,,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,,,,,,,,,,,,,,,,,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,,,,,,,,,,,,,,,,,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,,,,,,,,,,,,,,,,,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.25],[0,-0.08]]",0.616666653,0.862962935,0,0,0,9,1,f3,filler,reason_rc,2,"Matt said: Yesterday, I went to a punk concert. I didn't particularly like the music and it was very crowded. But I absolutely admired the drummer.",about the drummer,about Matt,1,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.25],[0,-0.08]]",0.303703732,0.828703704,0,1,1,8,1,f2,filler,reason_modal,2,Kevin said: I will meet my friend Carol tomorrow. We will go for dinner at her favorite restaurant. With this I want to thank her with all my heart.,about Carol,about Kevin,1,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.08],[0,-0.25]]",0.836111139,0.149074095,0,2,2,6,1,c2,filler,control,2,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she'll stick with it.",about Grace's grandma,about Grace's squirrel,1,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.25],[0,-0.08]]",0.782407407,0.054629644,0,3,3,2,1,t10,know1.1,nc,2,"Lilly said: I'm visiting Paris right now with my sister and my girlfriend. I don't speak French but luckily they do. They asked a local guy for directions to a restaurant and I have no idea what he said. My girlfriend wanted to follow his directions, but my sister wanted to go the other way.",about Lilly's sister,about the local,1,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.25],[0,-0.08]]",0.327777792,0.881481453,0,4,4,11,1,f5,filler,probl_sol_rc,2,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about the traffic,about Lisa,1,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.08],[0,-0.25]]",0.248148176,0.944444444,0,5,5,4,1,t2,realize1.2,nc,2,"Emma said: My friend Alexandra just bought a used computer. When I talked to her yesterday, she was very happy with it. But this morning she texted me that she was on the way to the computer repair shop with the ""damn computer!"".",about Alexandra,about the computer,1,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.08],[0,-0.25]]",0.803703732,0.713888875,0,6,6,0,1,t7,aware1.2,c,2,Eleanor said: My friend Sam is a landscape architect. He just got fired from his job because he didn't keep his appointments and is generally irresponsible. Even his sister refused to hire him.,about the sister,about Sam,1,,,,,,,,,,
560421,001,2023-05-30_11h51.46.232,aboutness2,2022.2.5,Win32,59.38947618,"[[0,-0.08],[0,-0.25]]",0.846296381,0.345370399,0,7,7,10,1,f4,filler,probl_sol_modal,2,Ronald said: I am writing an email to my boss. There is something about her that annoys me. She never allows me to make my own decisions.,about the boss,about Ronald,1,,,,,,,,,,
