participant,session,date,expName,psychopyVersion,OS,frameRate,position_prop,about_rate1.response,about_rate2.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,item_name,condition,list,context,person_maincl_Q,person_compl_Q,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty_Q,age_enter.text,gender_slider.response,lang_enter.text
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,,,,,,,,,,,,,,,,,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,,,,,,,,,,,,,,,,,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,,,,,,,,,,,,,,,,,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,,,,,,,,,,,,,,,,,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,"[[0,-0.08],[0,-0.25]]",0.856481481,0.365740741,0,0,0,0,1,t23,aware2.1,nc,3,"Eleanor said: Our company was searching for a new human resources manager. The first resume that arrived was from a really well-qualified guy. We were completely baffled when our CEO immediately rejected him, and she didn't want to tell us why. ",about the CEO,about the well-qualified guy,1,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,"[[0,-0.25],[0,-0.08]]",0.165740741,0.89537037,0,1,1,11,1,f5,filler,probl_sol_rc,3,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about the traffic,about Lisa,1,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,"[[0,-0.08],[0,-0.25]]",0.6,0.892592593,0,2,2,2,1,t28,know2.2,c,3,"George said: The liquor store next to my work was robbed at noon today. I saw Arnold leave there in a hurry around the same time, so I wasn't surprised when the police picked him up for questioning.",about the police,about Arnold,1,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,"[[0,-0.25],[0,-0.08]]",0,0.855555556,0,3,3,6,1,c2,filler,control,3,"Grace said: Last Sunday, I visited my grandma. She claimed that she's quit smoking again, but I doubt that she'll stick with it.",about Grace's grandma,about Grace's squirrel,1,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,"[[0,-0.25],[0,-0.08]]",0.075,1,0,4,4,9,1,f3,filler,reason_rc,3,"Matt said: Yesterday, I went to a punk concert. I didn't particularly like the music and it was very crowded. But I absolutely admired the drummer.",about the drummer,about Matt,1,,,,,,,,,,
500658,001,2023-05-30_10h57.24.123,aboutness3,2022.2.5,Win32,59.97001499,"[[0,-0.25],[0,-0.08]]",0,1,0,5,5,5,1,c1,filler,control,3,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something.",about Joy,about Melody's nephew,1,,,,,,,,,,
