participant,session,date,expName,psychopyVersion,OS,frameRate,position_prop,about_rate1.response,about_rate2.response,trials_block1.thisRepN,trials_block1.thisTrialN,trials_block1.thisN,trials_block1.thisIndex,trials_block1.ran,item_no,item_name,condition,list,context,person_maincl_Q,person_compl_Q,block,certainty_rate.response,trials_block2.thisRepN,trials_block2.thisTrialN,trials_block2.thisN,trials_block2.thisIndex,trials_block2.ran,certainty_Q,age_enter.text,gender_slider.response,lang_enter.text
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,,,,,,,,,,,,,,,,,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,,,,,,,,,,,,,,,,,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,,,,,,,,,,,,,,,,,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,,,,,,,,,,,,,,,,,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.08],[0,-0.25]]",0.873148176,0.386111153,0,0,0,8,1,f2,filler,reason_modal,3,Kevin said: I will meet my friend Carol tomorrow. We will go for dinner at her favorite restaurant. With this I want to thank her with all my heart.,about Carol,about Kevin,1,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.25],[0,-0.08]]",0.683333362,0.856481481,0,1,1,1,1,t12,discover2.2,c,3,"Lilly said: Three years ago Joan had a one-night stand with Jack. He disappeared the next morning, so she was never able to contact him and tell him that he had left her pregnant and that he has a child. Last week, Jack suddenly reached out to Joan on Facebook.",about Jack,about Joan,1,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.08],[0,-0.25]]",0.946296268,0.685185185,0,2,2,4,1,t15,realize2.1,nc,3,Jimmy said: There was a company meeting yesterday. I heard from somebody who attended the meeting that the president started reading the names of all the people in attendance but then he suddenly stopped. We don't know why.,about the president,about the list of names,1,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.25],[0,-0.08]]",0.054629644,0.895370342,0,3,3,5,1,c1,filler,control,3,"Melody said: Last week, I went to see a movie with my friend Joy. I really liked the movie, but Joy was bothered by something.",about Joy,about Melody's nephew,1,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.08],[0,-0.25]]",0.894444501,0.570370356,0,4,4,7,1,f1,filler,exp_salt,3,"Jane said: When I came into the shed, my bicycle was blocked. I couldn't get it out quickly enough. So I set off on the scooter.",about the scooter,about Jane,1,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.08],[0,-0.25]]",0.92777775,0.582407422,0,5,5,11,1,f5,filler,probl_sol_rc,3,"Lisa said: On my way here, I got stuck in traffic. I was a bit impatient. I wasn't sure I would make it here on time. ",about the traffic,about Lisa,1,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.08],[0,-0.25]]",0.899999972,0.825925898,0,6,6,0,1,t23,aware2.1,nc,3,"Eleanor said: Our company was searching for a new human resources manager. The first resume that arrived was from a really well-qualified guy. We were completely baffled when our CEO immediately rejected him, and she didn't want to tell us why. ",about the CEO,about the well-qualified guy,1,,,,,,,,,,
946378,001,2023-05-30_12h01.46.528,aboutness3,2022.2.5,Win32,60.20832079,"[[0,-0.08],[0,-0.25]]",0.86018527,0.429629644,0,7,7,10,1,f4,filler,probl_sol_modal,3,Ronald said: I am writing an email to my boss. There is something about her that annoys me. She never allows me to make my own decisions.,about the boss,about Ronald,1,,,,,,,,,,
